id,conversation_id,sendable_id,sendable_type,reply_id,body,type,kept_at,deleted_at,created_at,updated_at
5618,1098,674295,App\Models\Customer,,5 de la tardé dé Wisconsin,text,,,2026-01-04 15:21:11,2026-01-04 15:21:11
5619,1098,674295,App\Models\Customer,,Si,text,,,2026-01-04 15:21:45,2026-01-04 15:21:45
5620,421,420115,App\Models\Customer,,Me gustaría ver la ficha técnica,text,,,2026-01-04 15:21:48,2026-01-04 15:21:48
5621,1098,674295,App\Models\Customer,,5 pm,text,,,2026-01-04 15:21:54,2026-01-04 15:21:54
5622,1104,674302,App\Models\Customer,,Listo muchas gracias por su atención,text,,,2026-01-04 15:22:14,2026-01-04 15:22:14
5623,1098,674295,App\Models\Customer,,Ok me escribe antes por favor porque no contesto número que no conozco,text,,,2026-01-04 15:22:49,2026-01-04 15:22:49
5624,1104,674302,App\Models\Customer,,Hasta luego 👋,text,,,2026-01-04 15:23:14,2026-01-04 15:23:14
5625,1105,674303,App\Models\Customer,,Si,text,,,2026-01-04 15:23:37,2026-01-04 15:23:37
5626,1098,674295,App\Models\Customer,,Ok gracias,text,,,2026-01-04 15:27:37,2026-01-04 15:27:37
5627,1107,674304,App\Models\Customer,,Buenas tardes como esta.para averiguar cuánto cuesta la máquina q hace empanadas,text,,,2026-01-04 15:30:03,2026-01-04 15:30:03
5628,1092,674289,App\Models\Customer,,Que precios tiene,text,,,2026-01-04 15:31:50,2026-01-04 15:31:50
5629,1051,674252,App\Models\Customer,,M regalan un vídeo aver como funfiona,text,,,2026-01-04 15:32:32,2026-01-04 15:32:32
5630,1092,674289,App\Models\Customer,,Si,text,,,2026-01-04 15:33:42,2026-01-04 15:33:42
5631,1107,674304,App\Models\Customer,,Para producir unas 300  o más diarias,text,,,2026-01-04 15:38:22,2026-01-04 15:38:22
5632,1108,674305,App\Models\Customer,,CUPOS,text,,,2026-01-04 15:39:45,2026-01-04 15:39:45
5633,1109,674306,App\Models\Customer,,Buenas tardes,text,,,2026-01-04 15:45:07,2026-01-04 15:45:07
5634,1109,674306,App\Models\Customer,,Me regalas información,text,,,2026-01-04 15:45:17,2026-01-04 15:45:17
5635,1110,674307,App\Models\Customer,,Buenas  tardes  que precio tiene l maquina,text,,,2026-01-04 15:47:55,2026-01-04 15:47:55
5636,1110,674307,App\Models\Customer,,Colombia. Gracias  por su información,text,,,2026-01-04 15:49:27,2026-01-04 15:49:27
5637,1110,674307,App\Models\Customer,,Muy agradecida,text,,,2026-01-04 15:50:33,2026-01-04 15:50:33
5638,1111,421735,App\Models\Customer,,Valor de la máquina,text,,,2026-01-04 15:50:37,2026-01-04 15:50:37
5639,1110,674307,App\Models\Customer,,Estaré  comunicando,text,,,2026-01-04 15:51:07,2026-01-04 15:51:07
5640,1111,421735,App\Models\Customer,,Colombia,text,,,2026-01-04 15:51:31,2026-01-04 15:51:31
5641,1109,674306,App\Models\Customer,,Si,text,,,2026-01-04 15:52:02,2026-01-04 15:52:02
5642,1112,674308,App\Models\Customer,,CUPOS,text,,,2026-01-04 15:52:09,2026-01-04 15:52:09
5643,1111,421735,App\Models\Customer,,Me vale lo mismo como si estuviera en EE.UU.,text,,,2026-01-04 15:52:47,2026-01-04 15:52:47
5644,1109,674306,App\Models\Customer,,Hola buenas tardes No qué pena pensé que vendían era empanadas como máquinas para hacer empanadas,text,,,2026-01-04 15:53:12,2026-01-04 15:53:12
5645,1109,674306,App\Models\Customer,,Disculpa,text,,,2026-01-04 15:53:16,2026-01-04 15:53:16
5646,1109,674306,App\Models\Customer,,Ok,text,,,2026-01-04 15:54:41,2026-01-04 15:54:41
5647,1109,674306,App\Models\Customer,,Muchas gracias,text,,,2026-01-04 15:54:48,2026-01-04 15:54:48
5648,1106,571851,App\Models\Customer,,Si,text,,,2026-01-04 15:54:48,2026-01-04 15:54:48
5649,1109,674306,App\Models\Customer,,Q pena,text,,,2026-01-04 15:55:37,2026-01-04 15:55:37
5650,1109,674306,App\Models\Customer,,Una disculpa,text,,,2026-01-04 15:55:41,2026-01-04 15:55:41
5651,1113,674309,App\Models\Customer,,Buenas tardes,text,,,2026-01-04 15:59:14,2026-01-04 15:59:14
5652,1114,674310,App\Models\Customer,,CUPOS,text,,,2026-01-04 16:06:34,2026-01-04 16:06:34
5653,1114,674310,App\Models\Customer,,No,text,,,2026-01-04 16:07:53,2026-01-04 16:07:53
5654,1044,674247,App\Models\Customer,,Si si gracias,text,,,2026-01-04 16:09:01,2026-01-04 16:09:01
5655,1115,674311,App\Models\Customer,,CUPOS,text,,,2026-01-04 16:09:55,2026-01-04 16:09:55
5656,1055,674256,App\Models\Customer,,Listo gracias,text,,,2026-01-04 16:10:27,2026-01-04 16:10:27
5657,1055,674256,App\Models\Customer,,Si claro muchas gracias,text,,,2026-01-04 16:10:35,2026-01-04 16:10:35
5658,1055,674256,App\Models\Customer,,Gracias,text,,,2026-01-04 16:11:48,2026-01-04 16:11:48
5659,1044,674247,App\Models\Customer,,Ok gracias,text,,,2026-01-04 16:13:58,2026-01-04 16:13:58
5660,1109,674306,App\Models\Customer,,Ok,text,,,2026-01-04 16:14:14,2026-01-04 16:14:14
5661,1109,674306,App\Models\Customer,,Gracias,text,,,2026-01-04 16:14:18,2026-01-04 16:14:18
5662,1055,674256,App\Models\Customer,,Gracias,text,,,2026-01-04 16:14:41,2026-01-04 16:14:41
5663,1116,674312,App\Models\Customer,,CUPOS,text,,,2026-01-04 16:16:32,2026-01-04 16:16:32
5664,1117,671770,App\Models\Customer,,CUPOS,text,,,2026-01-04 16:20:06,2026-01-04 16:20:06
5665,1118,674313,App\Models\Customer,,Buenas tarde,text,,,2026-01-04 16:20:25,2026-01-04 16:20:25
5666,538,163205,App\Models\Customer,,hola si deseo participar virtualmente,text,,,2026-01-04 16:20:30,2026-01-04 16:20:30
5667,1118,674313,App\Models\Customer,,Buena tarde,text,,,2026-01-04 16:24:08,2026-01-04 16:24:08
5668,1118,674313,App\Models\Customer,,Si señora,text,,,2026-01-04 16:24:10,2026-01-04 16:24:10
5669,1118,674313,App\Models\Customer,,Producimos al rededor de 80 a 160,text,,,2026-01-04 16:24:57,2026-01-04 16:24:57
5670,1118,674313,App\Models\Customer,,Empandas,text,,,2026-01-04 16:24:59,2026-01-04 16:24:59
5671,1118,674313,App\Models\Customer,,Queremos ampliar prudccion,text,,,2026-01-04 16:25:05,2026-01-04 16:25:05
5672,1118,674313,App\Models\Customer,,Manejamos de maíz,text,,,2026-01-04 16:26:47,2026-01-04 16:26:47
5673,1118,674313,App\Models\Customer,,O promasa,text,,,2026-01-04 16:26:51,2026-01-04 16:26:51
5674,1119,174984,App\Models\Customer,,CUPOS,text,,,2026-01-04 16:27:07,2026-01-04 16:27:07
5675,1120,674314,App\Models\Customer,,CUPOS,text,,,2026-01-04 16:27:47,2026-01-04 16:27:47
5676,1119,174984,App\Models\Customer,,No,text,,,2026-01-04 16:27:51,2026-01-04 16:27:51
5677,1119,174984,App\Models\Customer,,Quiero,text,,,2026-01-04 16:27:55,2026-01-04 16:27:55
5678,1061,674260,App\Models\Customer,,Presios,text,,,2026-01-04 16:27:56,2026-01-04 16:27:56
5679,1119,174984,App\Models\Customer,,Inicicuar,text,,,2026-01-04 16:28:01,2026-01-04 16:28:01
5680,1119,174984,App\Models\Customer,,Proyecto,text,,,2026-01-04 16:28:05,2026-01-04 16:28:05
5681,1121,674315,App\Models\Customer,,CUPOS,text,,,2026-01-04 16:28:22,2026-01-04 16:28:22
5682,1121,674315,App\Models\Customer,,Buenas tardes...,text,,,2026-01-04 16:28:29,2026-01-04 16:28:29
5683,1122,674316,App\Models\Customer,,CUPOS,text,,,2026-01-04 16:28:37,2026-01-04 16:28:37
5684,1119,174984,App\Models\Customer,,Si,text,,,2026-01-04 16:28:43,2026-01-04 16:28:43
5685,1123,674317,App\Models\Customer,,CUPOS,text,,,2026-01-04 16:29:30,2026-01-04 16:29:30
5686,1123,674317,App\Models\Customer,,Buenas tardes que cuesta la maquina,text,,,2026-01-04 16:29:54,2026-01-04 16:29:54
5687,1123,674317,App\Models\Customer,,Dw empanadas,text,,,2026-01-04 16:30:03,2026-01-04 16:30:03
5688,1043,674246,App\Models\Customer,,Si,text,,,2026-01-04 16:31:32,2026-01-04 16:31:32
5689,1073,674271,App\Models\Customer,,No,text,,,2026-01-04 16:32:13,2026-01-04 16:32:13
5690,1121,674315,App\Models\Customer,,No.,text,,,2026-01-04 16:33:09,2026-01-04 16:33:09
5691,1043,674246,App\Models\Customer,,Si,text,,,2026-01-04 16:33:17,2026-01-04 16:33:17
5692,1043,674246,App\Models\Customer,,Acomo son la máquina,text,,,2026-01-04 16:33:33,2026-01-04 16:33:33
5693,1043,674246,App\Models\Customer,,Cuánto vale,text,,,2026-01-04 16:33:44,2026-01-04 16:33:44
5694,1118,674313,App\Models\Customer,,Si señora,text,,,2026-01-04 16:35:24,2026-01-04 16:35:24
5695,1118,674313,App\Models\Customer,,,voice,,,2026-01-04 16:36:17,2026-01-04 16:36:17
5696,1043,674246,App\Models\Customer,,Colombia,text,,,2026-01-04 16:36:18,2026-01-04 16:36:18
5697,1115,674311,App\Models\Customer,,CUPOS,text,,,2026-01-04 16:36:24,2026-01-04 16:36:24
5698,1119,174984,App\Models\Customer,,Requiero saber precios,text,,,2026-01-04 16:36:25,2026-01-04 16:36:25
5699,1119,174984,App\Models\Customer,,Nodelos,text,,,2026-01-04 16:36:30,2026-01-04 16:36:30
5700,1115,674311,App\Models\Customer,,Si,text,,,2026-01-04 16:36:38,2026-01-04 16:36:38
5701,1043,674246,App\Models\Customer,,Departamento de Antioquia,text,,,2026-01-04 16:36:40,2026-01-04 16:36:40
5702,1119,174984,App\Models\Customer,,Colombia,text,,,2026-01-04 16:37:14,2026-01-04 16:37:14
5703,1118,674313,App\Models\Customer,,"Arepas, arepa rellena,arepa huevo, empanadas,pasteles de pollo, patacones.mmm",text,,,2026-01-04 16:37:25,2026-01-04 16:37:25
5704,1118,674313,App\Models\Customer,,mque otros,text,,,2026-01-04 16:37:31,2026-01-04 16:37:31
5705,1118,674313,App\Models\Customer,,Productos,text,,,2026-01-04 16:37:33,2026-01-04 16:37:33
5706,1118,674313,App\Models\Customer,,Eee,text,,,2026-01-04 16:37:35,2026-01-04 16:37:35
5707,1118,674313,App\Models\Customer,,Papa rellena,text,,,2026-01-04 16:37:37,2026-01-04 16:37:37
5708,624,673925,App\Models\Customer,,tour2025,text,,,2026-01-04 16:37:44,2026-01-04 16:37:44
5709,1043,674246,App\Models\Customer,,Regálame el precio $ en peso,text,,,2026-01-04 16:38:11,2026-01-04 16:38:11
5710,1118,674313,App\Models\Customer,,Si señora,text,,,2026-01-04 16:38:17,2026-01-04 16:38:17
5711,1118,674313,App\Models\Customer,,Colombia,text,,,2026-01-04 16:38:20,2026-01-04 16:38:20
5712,1043,674246,App\Models\Customer,,Colombiano,text,,,2026-01-04 16:38:30,2026-01-04 16:38:30
5713,1119,174984,App\Models\Customer,,"Millones,pesos dólares no es clara la información",text,,,2026-01-04 16:39:11,2026-01-04 16:39:11
5714,1118,674313,App\Models\Customer,,Su señora,text,,,2026-01-04 16:41:03,2026-01-04 16:41:03
5715,1118,674313,App\Models\Customer,,Si se puede por este medio,text,,,2026-01-04 16:41:08,2026-01-04 16:41:08
5716,1118,674313,App\Models\Customer,,Ficha técnica por favor,text,,,2026-01-04 16:42:39,2026-01-04 16:42:39
5717,1124,672975,App\Models\Customer,,,attachment,,,2026-01-04 16:44:28,2026-01-04 16:44:28
5718,1107,674304,App\Models\Customer,,Masa de trigo.y Ariana pan,text,,,2026-01-04 16:47:39,2026-01-04 16:47:39
5719,1107,674304,App\Models\Customer,,Empanadas.arepas pasteles de yuca,text,,,2026-01-04 16:51:36,2026-01-04 16:51:36
5720,1117,671770,App\Models\Customer,,No,text,,,2026-01-04 16:56:22,2026-01-04 16:56:22
5721,1107,674304,App\Models\Customer,,En colombia,text,,,2026-01-04 16:56:22,2026-01-04 16:56:22
5722,1125,674318,App\Models\Customer,,CUPOS,text,,,2026-01-04 16:56:30,2026-01-04 16:56:30
5723,1125,674318,App\Models\Customer,,No,text,,,2026-01-04 16:58:04,2026-01-04 16:58:04
5724,1117,671770,App\Models\Customer,,CUPOS,text,,,2026-01-04 16:58:28,2026-01-04 16:58:28
5725,1010,159729,App\Models\Customer,,Me gustaría saber  cual es  la diferencia entre maquinas,text,,,2026-01-04 16:58:29,2026-01-04 16:58:29
5726,1117,671770,App\Models\Customer,,Si,text,,,2026-01-04 16:58:34,2026-01-04 16:58:34
5727,1118,674313,App\Models\Customer,,No hay una más económica,text,,,2026-01-04 16:58:57,2026-01-04 16:58:57
5728,1118,674313,App\Models\Customer,,??,text,,,2026-01-04 16:59:04,2026-01-04 16:59:04
5729,1125,674318,App\Models\Customer,,Yo pensaba que era para trabajar,text,,,2026-01-04 16:59:09,2026-01-04 16:59:09
5730,1108,674305,App\Models\Customer,,No,text,,,2026-01-04 16:59:44,2026-01-04 16:59:44
5731,1125,674318,App\Models\Customer,,Ok,text,,,2026-01-04 16:59:52,2026-01-04 16:59:52
5732,1118,674313,App\Models\Customer,,Cuento con un presupuesto de 6: a 9 mill,text,,,2026-01-04 17:00:06,2026-01-04 17:00:06
5733,1125,674318,App\Models\Customer,,Yo quería aprender,text,,,2026-01-04 17:00:07,2026-01-04 17:00:07
5734,1117,671770,App\Models\Customer,,Necesito información sobre maquinaria automatizada,text,,,2026-01-04 17:00:16,2026-01-04 17:00:16
5735,1117,671770,App\Models\Customer,,1000,text,,,2026-01-04 17:01:12,2026-01-04 17:01:12
5736,1125,674318,App\Models\Customer,,Información valiosa,text,,,2026-01-04 17:01:27,2026-01-04 17:01:27
5737,1050,674251,App\Models\Customer,,Cuánto vale,text,,,2026-01-04 17:01:30,2026-01-04 17:01:30
5738,1125,674318,App\Models\Customer,,Cuales tienen,text,,,2026-01-04 17:01:40,2026-01-04 17:01:40
5739,1117,671770,App\Models\Customer,,Maiz,text,,,2026-01-04 17:03:07,2026-01-04 17:03:07
5740,1117,671770,App\Models\Customer,,Todos,text,,,2026-01-04 17:03:50,2026-01-04 17:03:50
5741,1117,671770,App\Models\Customer,,Colombia,text,,,2026-01-04 17:04:46,2026-01-04 17:04:46
5742,1117,671770,App\Models\Customer,,Ciudad de Valledupar,text,,,2026-01-04 17:04:59,2026-01-04 17:04:59
5743,1117,671770,App\Models\Customer,,Dpto cesar,text,,,2026-01-04 17:05:08,2026-01-04 17:05:08
5744,1117,671770,App\Models\Customer,,Una llamada,text,,,2026-01-04 17:06:22,2026-01-04 17:06:22
5745,1117,671770,App\Models\Customer,,Y la ficha,text,,,2026-01-04 17:06:31,2026-01-04 17:06:31
5746,1125,674318,App\Models\Customer,,Más detalles,text,,,2026-01-04 17:07:10,2026-01-04 17:07:10
5747,1117,671770,App\Models\Customer,,Cualquier hora estoy atento,text,,,2026-01-04 17:07:30,2026-01-04 17:07:30
5748,1125,674318,App\Models\Customer,,Exactamente,text,,,2026-01-04 17:08:09,2026-01-04 17:08:09
5749,1126,674319,App\Models\Customer,,Precio,text,,,2026-01-04 17:08:26,2026-01-04 17:08:26
5750,1117,671770,App\Models\Customer,,Miércoles 9am,text,,,2026-01-04 17:08:42,2026-01-04 17:08:42
5751,1117,671770,App\Models\Customer,,De donde me escribes,text,,,2026-01-04 17:09:08,2026-01-04 17:09:08
5752,1117,671770,App\Models\Customer,,Ok gracias,text,,,2026-01-04 17:09:55,2026-01-04 17:09:55
5753,1127,674320,App\Models\Customer,,CUPOS,text,,,2026-01-04 17:13:55,2026-01-04 17:13:55
5754,1127,674320,App\Models\Customer,,Buenas tardes,text,,,2026-01-04 17:15:53,2026-01-04 17:15:53
5755,1127,674320,App\Models\Customer,,,voice,,,2026-01-04 17:18:44,2026-01-04 17:18:44
5756,538,163205,App\Models\Customer,,miercoles 3:00 pm,text,,,2026-01-04 17:21:50,2026-01-04 17:21:50
5757,1010,159729,App\Models\Customer,,Ahhh ok,text,,,2026-01-04 17:24:41,2026-01-04 17:24:41
5758,1010,159729,App\Models\Customer,,"Ahora me gustaría saber que precio tienen ? Y que tipo de garantías , con que energía funciona ?",text,,,2026-01-04 17:25:23,2026-01-04 17:25:23
5759,1128,674298,App\Models\Customer,,En verdad estoy es detrás de una maquina que hace discos para empanadas de trigo,text,,,2026-01-04 17:29:12,2026-01-04 17:29:12
5760,1128,674298,App\Models\Customer,,,attachment,,,2026-01-04 17:29:57,2026-01-04 17:29:57
5761,1128,674298,App\Models\Customer,,Es harina de trigo que trabajo,text,,,2026-01-04 17:30:10,2026-01-04 17:30:10
5762,1128,674298,App\Models\Customer,,Ya que también hago palitos de o queso o tequeños,text,,,2026-01-04 17:30:25,2026-01-04 17:30:25
5763,538,163205,App\Models\Customer,,Jueves 9:00 am,text,,,2026-01-04 17:30:37,2026-01-04 17:30:37
5764,1128,674298,App\Models\Customer,,En si estoy interesado es en una maquina como la del video o algo parecido,text,,,2026-01-04 17:31:25,2026-01-04 17:31:25
5765,1128,674298,App\Models\Customer,,Y ver el precio que manejan,text,,,2026-01-04 17:31:36,2026-01-04 17:31:36
5766,1129,674321,App\Models\Customer,,CUPOS,text,,,2026-01-04 17:32:15,2026-01-04 17:32:15
5767,1079,674278,App\Models\Customer,,Cuanto vale,text,,,2026-01-04 17:34:06,2026-01-04 17:34:06
5768,1128,674298,App\Models\Customer,,Estoy en republica dominicana,text,,,2026-01-04 17:38:16,2026-01-04 17:38:16
5769,1079,674278,App\Models\Customer,,Si,text,,,2026-01-04 17:39:45,2026-01-04 17:39:45
5770,1109,674306,App\Models\Customer,,Por el momento ninguna muchas gracias,text,,,2026-01-04 17:42:20,2026-01-04 17:42:20
5771,1082,674281,App\Models\Customer,,Ya no muchas gracias,text,,,2026-01-04 17:48:11,2026-01-04 17:48:11
5772,1130,674322,App\Models\Customer,,CUPOS,text,,,2026-01-04 17:49:26,2026-01-04 17:49:26
5773,1131,674323,App\Models\Customer,,CUPOS,text,,,2026-01-04 17:59:56,2026-01-04 17:59:56
5774,1132,674324,App\Models\Customer,,Precio de la máquina,text,,,2026-01-04 18:07:24,2026-01-04 18:07:24
5775,718,674002,App\Models\Customer,,https://vt.tiktok.com/ZS5f2KRKm/,attachment,,,2026-01-04 18:09:58,2026-01-04 18:09:58
5776,1133,674325,App\Models\Customer,,CUPOS,text,,,2026-01-04 18:19:26,2026-01-04 18:19:26
5777,1134,674326,App\Models\Customer,,CUPOS,text,,,2026-01-04 18:26:06,2026-01-04 18:26:06
5778,1135,674327,App\Models\Customer,,CUPOS,text,,,2026-01-04 18:29:21,2026-01-04 18:29:21
5779,1098,674295,App\Models\Customer,,Me disculpa hablé con mi esposo y me dijo que aún no la vamos a comprar que cuando ya podamos hacerlo volveremos a llamar gracias por su atención,text,,,2026-01-04 18:29:26,2026-01-04 18:29:26
5780,1136,674328,App\Models\Customer,,CUPOS,text,,,2026-01-04 18:29:41,2026-01-04 18:29:41
5781,1137,674329,App\Models\Customer,,CUPOS,text,,,2026-01-04 18:30:40,2026-01-04 18:30:40
5782,1138,674330,App\Models\Customer,,Cupos,text,,,2026-01-04 18:30:45,2026-01-04 18:30:45
5783,1009,187491,App\Models\Customer,,Oye una pregunta.gracias en Bogotá tienen máquinas de exhibición ? Nos gustaría conocer,text,,,2026-01-04 18:30:58,2026-01-04 18:30:58
5784,1076,674275,App\Models\Customer,,Cupos para qué,text,,,2026-01-04 18:31:58,2026-01-04 18:31:58
5785,1137,674329,App\Models\Customer,,Si,text,,,2026-01-04 18:32:03,2026-01-04 18:32:03
5786,1138,674330,App\Models\Customer,,Si,text,,,2026-01-04 18:32:15,2026-01-04 18:32:15
5787,1139,674331,App\Models\Customer,,CUPOS,text,,,2026-01-04 18:33:23,2026-01-04 18:33:23
5788,1076,674275,App\Models\Customer,,Maquina ho un molde,text,,,2026-01-04 18:39:19,2026-01-04 18:39:19
5789,1009,187491,App\Models\Customer,,Mil gracias,text,,,2026-01-04 18:39:32,2026-01-04 18:39:32
5790,1020,674229,App\Models\Customer,,Si empanadas,text,,,2026-01-04 18:40:10,2026-01-04 18:40:10
5791,1140,674332,App\Models\Customer,,CUPOS,text,,,2026-01-04 18:41:04,2026-01-04 18:41:04
5792,1140,674332,App\Models\Customer,,Precio gracias,text,,,2026-01-04 18:41:12,2026-01-04 18:41:12
5793,1140,674332,App\Models\Customer,,Me puedes compartir un vídeo,text,,,2026-01-04 18:41:37,2026-01-04 18:41:37
5794,1140,674332,App\Models\Customer,,Gracias,text,,,2026-01-04 18:41:40,2026-01-04 18:41:40
5795,1140,674332,App\Models\Customer,,Si,text,,,2026-01-04 18:41:58,2026-01-04 18:41:58
5796,1009,187491,App\Models\Customer,,,voice,,,2026-01-04 18:43:57,2026-01-04 18:43:57
5797,1138,674330,App\Models\Customer,,Si para el 2026,text,,,2026-01-04 18:46:46,2026-01-04 18:46:46
5798,1009,187491,App\Models\Customer,,"Oye aquí en Bogotá de casualidad tienen una persona que les haya comprado la máquina ,para solicitarle información? Gracias",text,,,2026-01-04 18:47:46,2026-01-04 18:47:46
5799,1076,674275,App\Models\Customer,,Qué valor tiene cadauno gracias,text,,,2026-01-04 18:48:35,2026-01-04 18:48:35
5800,1009,187491,App\Models\Customer,,Esque recuerda somos estudiantes y hasta ahora tenemos un pequeño ahorro una pregunta y la máquina más económica la financian?;y que otras máquinas se deben comprar para elaborar todos los productos?;gracias,text,,,2026-01-04 18:49:11,2026-01-04 18:49:11
5801,1141,674333,App\Models\Customer,,Cupos,text,,,2026-01-04 18:51:50,2026-01-04 18:51:50
5802,1142,674334,App\Models\Customer,,CUPOS,text,,,2026-01-04 18:56:44,2026-01-04 18:56:44
5803,1142,674334,App\Models\Customer,,Q cuesta,text,,,2026-01-04 18:56:47,2026-01-04 18:56:47
5804,1143,674335,App\Models\Customer,,Hola,text,,,2026-01-04 18:59:26,2026-01-04 18:59:26
5805,1076,674275,App\Models\Customer,,No me interesa gracias,text,,,2026-01-04 19:00:14,2026-01-04 19:00:14
5806,1144,674336,App\Models\Customer,,CUPOS,text,,,2026-01-04 19:01:00,2026-01-04 19:01:00
5807,1145,674337,App\Models\Customer,,CUPOS,text,,,2026-01-04 19:04:32,2026-01-04 19:04:32
5808,1024,674231,App\Models\Customer,,Si ya produzco empanadas,text,,,2026-01-04 19:08:39,2026-01-04 19:08:39
5809,1146,655056,App\Models\Customer,,CUPOS,text,,,2026-01-04 19:09:46,2026-01-04 19:09:46
5810,1024,674231,App\Models\Customer,,Esta pensado para este 2026,text,,,2026-01-04 19:09:53,2026-01-04 19:09:53
5811,1147,674338,App\Models\Customer,,CUPOS,text,,,2026-01-04 19:10:22,2026-01-04 19:10:22
5812,1144,674336,App\Models\Customer,,Si,text,,,2026-01-04 19:10:56,2026-01-04 19:10:56
5813,1024,674231,App\Models\Customer,,Me gustaría jueves 11 am,text,,,2026-01-04 19:11:30,2026-01-04 19:11:30
5814,1024,674231,App\Models\Customer,,Virtual,text,,,2026-01-04 19:11:42,2026-01-04 19:11:42
5815,1144,674336,App\Models\Customer,,Pensado para el 2026,text,,,2026-01-04 19:11:51,2026-01-04 19:11:51
5816,1024,674231,App\Models\Customer,,Porque si jueves 8 de enero 11 am,text,,,2026-01-04 19:12:43,2026-01-04 19:12:43
5817,1024,674231,App\Models\Customer,,La precensial solo es en Manizales? Verdad,text,,,2026-01-04 19:13:16,2026-01-04 19:13:16
5818,1148,674339,App\Models\Customer,,CUPOS,text,,,2026-01-04 19:13:32,2026-01-04 19:13:32
5819,1024,674231,App\Models\Customer,,Tu me envías el link para conectarme el jueves,text,,,2026-01-04 19:14:29,2026-01-04 19:14:29
5820,1149,674340,App\Models\Customer,,CUPOS,text,,,2026-01-04 19:14:34,2026-01-04 19:14:34
5821,1148,674339,App\Models\Customer,,Si,text,,,2026-01-04 19:14:36,2026-01-04 19:14:36
5822,1024,674231,App\Models\Customer,,Bueno Camila muchas gracias quedó atento,text,,,2026-01-04 19:15:12,2026-01-04 19:15:12
5823,1102,674300,App\Models\Customer,,No solo quería averiguar y pues sería para 100 o doscientas empanadas,text,,,2026-01-04 19:15:19,2026-01-04 19:15:19
5824,1144,674336,App\Models\Customer,,Jueves 8 de Enero,text,,,2026-01-04 19:15:25,2026-01-04 19:15:25
5825,1143,674335,App\Models\Customer,,,voice,,,2026-01-04 19:15:31,2026-01-04 19:15:31
5826,1144,674336,App\Models\Customer,,4:00pm,text,,,2026-01-04 19:15:32,2026-01-04 19:15:32
5827,1024,674231,App\Models\Customer,,Ok gracias,text,,,2026-01-04 19:15:58,2026-01-04 19:15:58
5828,1143,674335,App\Models\Customer,,,voice,,,2026-01-04 19:16:22,2026-01-04 19:16:22
5829,1148,674339,App\Models\Customer,,Está pensado para 2026,text,,,2026-01-04 19:16:25,2026-01-04 19:16:25
5830,1024,674231,App\Models\Customer,,Ok,text,,,2026-01-04 19:16:39,2026-01-04 19:16:39
5831,1102,674300,App\Models\Customer,,Mada de maiz,text,,,2026-01-04 19:17:34,2026-01-04 19:17:34
5832,1024,674231,App\Models\Customer,,Muchas gracias Camila buena noche si claro estaré atento ya con la presentación aclare algunas dudas y las otras te las preguntaré gracias buena noche 👍🏻,text,,,2026-01-04 19:18:27,2026-01-04 19:18:27
5833,1102,674300,App\Models\Customer,,Pues sería muy bueno todos,text,,,2026-01-04 19:18:49,2026-01-04 19:18:49
5834,1150,674341,App\Models\Customer,,CUPOS,text,,,2026-01-04 19:21:03,2026-01-04 19:21:03
5835,1151,674342,App\Models\Customer,,CUPOS,text,,,2026-01-04 19:22:11,2026-01-04 19:22:11
5836,1152,674343,App\Models\Customer,,CUPOS,text,,,2026-01-04 19:24:05,2026-01-04 19:24:05
5837,1152,674343,App\Models\Customer,,Si,text,,,2026-01-04 19:24:51,2026-01-04 19:24:51
5838,1153,674344,App\Models\Customer,,CUPOS,text,,,2026-01-04 19:26:03,2026-01-04 19:26:03
5839,1154,674345,App\Models\Customer,,CUPOS,text,,,2026-01-04 19:26:32,2026-01-04 19:26:32
5840,1151,674342,App\Models\Customer,,Ustedes venden la máquina?,text,,,2026-01-04 19:27:19,2026-01-04 19:27:19
5841,1155,674346,App\Models\Customer,,CUPOS,text,,,2026-01-04 19:27:40,2026-01-04 19:27:40
5842,1154,674345,App\Models\Customer,,No,text,,,2026-01-04 19:27:52,2026-01-04 19:27:52
5843,1154,674345,App\Models\Customer,,Si,text,,,2026-01-04 19:28:54,2026-01-04 19:28:54
5844,1144,674336,App\Models\Customer,,Virtual,text,,,2026-01-04 19:30:14,2026-01-04 19:30:14
5845,1156,674347,App\Models\Customer,,CUPOS,text,,,2026-01-04 19:30:28,2026-01-04 19:30:28
5846,1148,674339,App\Models\Customer,,Miércoles 20 a. Virtual,text,,,2026-01-04 19:32:02,2026-01-04 19:32:02
5847,1107,674304,App\Models\Customer,,Está máquina es la misma q trabaja la masa lista y arrina  pan cuentelo,text,,,2026-01-04 19:32:19,2026-01-04 19:32:19
5848,1157,443039,App\Models\Customer,,CUPOS,text,,,2026-01-04 19:32:24,2026-01-04 19:32:24
5849,1144,674336,App\Models\Customer,,Muchas gracias,text,,,2026-01-04 19:32:45,2026-01-04 19:32:45
5850,1157,443039,App\Models\Customer,,Empanadas,text,,,2026-01-04 19:33:38,2026-01-04 19:33:38
5851,1157,443039,App\Models\Customer,,Si,text,,,2026-01-04 19:33:46,2026-01-04 19:33:46
5852,1148,674339,App\Models\Customer,,8 de enero,text,,,2026-01-04 19:34:06,2026-01-04 19:34:06
5853,1158,674348,App\Models\Customer,,CUPOS,text,,,2026-01-04 19:34:12,2026-01-04 19:34:12
5854,1157,443039,App\Models\Customer,,Ya,text,,,2026-01-04 19:34:33,2026-01-04 19:34:33
